match_id,season,date,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by,win_margin,player_of_match,umpire1,umpire2,tv_umpire,match_referee
1475239,2025,12/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,80,Abrar Ahmed,Ahsan Raza,Rashid Riaz,CM Brown,RS Madugalle
1475240,2025,12/04/2025,Karachi,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,4,JM Vince,AG Wharf,Asif Yaqoob,Tariq Rasheed,Iftikhar Ahmed (2)
1475241,2025,13/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,79,Fakhar Zaman,Ahsan Raza,CM Brown,Rashid Riaz,Naeem Arshad
1475242,2025,14/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Islamabad United,Peshawar Zalmi,Islamabad United,bat,Islamabad United,runs,102,Sahibzada Farhan,Aleem Dar,Nasir Hussain,Rashid Riaz,RS Madugalle
1475243,2025,15/04/2025,Karachi,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,Lahore Qalandars,bat,Lahore Qalandars,runs,65,Fakhar Zaman,Abdul Muqeet,PR Reiffel,Asif Yaqoob,RS Mahanama
1475244,2025,16/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Islamabad United,Multan Sultans,Multan Sultans,field,Islamabad United,runs,47,JO Holder,Ahsan Raza,CM Brown,Rashid Riaz,Nadeem Arshad
959175,2016,04/02/2016,Dubai,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,Mohammad Nawaz (3),JS Wilson,Shozab Raza,Rashid Riaz,Mohammed Anees
959177,2016,05/02/2016,Dubai,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,Shakib Al Hasan,JS Wilson,Rashid Riaz,Shozab Raza,Mohammed Anees
959179,2016,05/02/2016,Dubai,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,runs,24,Mohammad Asghar,Shozab Raza,Rashid Riaz,JS Wilson,Mohammed Anees
959181,2016,06/02/2016,Dubai,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,Ahmed Shehzad,Shozab Raza,Rashid Riaz,JS Wilson,Mohammed Anees
959183,2016,06/02/2016,Dubai,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,9,Tamim Iqbal,JS Wilson,Rashid Riaz,Shozab Raza,Mohammed Anees
959185,2016,07/02/2016,Dubai,Dubai International Cricket Stadium,Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,runs,2,Saeed Ajmal,JS Wilson,Rashid Riaz,Shozab Raza,Mohammed Anees
959187,2016,07/02/2016,Dubai,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,3,Mohammad Nawaz (3),Shozab Raza,Rashid Riaz,JS Wilson,Mohammed Anees
959189,2016,08/02/2016,Dubai,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,63,Umar Akmal,JS Wilson,Aleem Dar,Shozab Raza,Mohammed Anees
959191,2016,10/02/2016,Sharjah,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,wickets,8,Sharjeel Khan,JS Wilson,Aleem Dar,Shozab Raza,Mohammed Anees
959195,2016,11/02/2016,Sharjah,Sharjah Cricket Stadium,Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,GD Elliott,JS Wilson,Aleem Dar,Shozab Raza,Mohammed Anees
959197,2016,12/02/2016,Sharjah,Sharjah Cricket Stadium,Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,runs,27,RS Bopara,JS Wilson,Aleem Dar,Shozab Raza,Mohammed Anees
959199,2016,12/02/2016,Sharjah,Sharjah Cricket Stadium,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,Tamim Iqbal,Shozab Raza,Rashid Riaz,Aleem Dar,Mohammed Anees
959201,2016,13/02/2016,Sharjah,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Quetta Gladiators,wickets,5,GD Elliott,Shozab Raza,Rashid Riaz,Aleem Dar,Mohammed Anees
959203,2016,13/02/2016,Sharjah,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,runs,4,CS Delport,JS Wilson,Aleem Dar,Shozab Raza,Mohammed Anees
959205,2016,14/02/2016,Sharjah,Sharjah Cricket Stadium,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,5,Imran Khalid,JS Wilson,Aleem Dar,Shozab Raza,RS Mahanama
959207,2016,14/02/2016,Sharjah,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,bat,Peshawar Zalmi,wickets,8,Shahid Afridi,Ahmed Shahab,Shozab Raza,Aleem Dar,RS Mahanama
959209,2016,16/02/2016,Dubai,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,2,Bismillah Khan,JS Wilson,Aleem Dar,Shozab Raza,RS Mahanama
959211,2016,17/02/2016,Dubai,Dubai International Cricket Stadium,Karachi Kings,Peshawar Zalmi,Karachi Kings,bat,Peshawar Zalmi,wickets,5,BJ Hodge,Shozab Raza,Ahsan Raza,JS Wilson,RS Mahanama
959213,2016,17/02/2016,Dubai,Dubai International Cricket Stadium,Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,wickets,5,Mohammad Irfan,JS Wilson,Aleem Dar,Shozab Raza,RS Mahanama
959215,2016,19/02/2016,Dubai,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,1,Mohammad Nawaz (3),Shozab Raza,Aleem Dar,Ahsan Raza,RS Mahanama
959217,2016,20/02/2016,Dubai,Dubai International Cricket Stadium,Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,9,Mohammad Sami,Aleem Dar,Ahsan Raza,JS Wilson,RS Mahanama
959219,2016,21/02/2016,Dubai,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,50,Sharjeel Khan,JS Wilson,Aleem Dar,Ahsan Raza,RS Mahanama
959221,2016,23/02/2016,Dubai,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,Islamabad United,field,Islamabad United,wickets,6,DR Smith,JS Wilson,Aleem Dar,Ahsan Raza,RS Mahanama
1475245,2025,18/04/2025,Karachi,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,runs,56,JM Vince,PR Reiffel,Tariq Rasheed,Asif Yaqoob,RS Mahanama
1475246,2025,19/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,120,Abdul Samad,Aleem Dar,CM Brown,Rashid Riaz,RS Madugalle
1475247,2025,20/04/2025,Karachi,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,6,Shadab Khan,AG Wharf,Asif Yaqoob,Faisal Afridi,RS Mahanama
1475248,2025,21/04/2025,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,2,Khushdil Shah,Faisal Afridi,PR Reiffel,Asif Yaqoob,Iftikhar Ahmed
1475249,2025,22/04/2025,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,33,Yasir Khan,CM Brown,Rashid Riaz,Ahsan Raza,Ali Naqvi
1475250,2025,23/04/2025,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Islamabad United,Multan Sultans,bat,Islamabad United,wickets,7,AGS Gous,Ahsan Raza,CM Brown,Rashid Riaz,Ali Naqvi
1475251,2025,24/04/2025,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,7,AS Joseph,AG Wharf,Asif Yaqoob,Faisal Afridi,RS Mahanama
1475252,2025,25/04/2025,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,runs,5,Abrar Ahmed,Nasir Hussain,PR Reiffel,Faisal Afridi,RS Madugalle
1475253,2025,26/04/2025,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,5,DJ Mitchell,Ahsan Raza,AG Wharf,Asif Yaqoob,Iqbal Sheikh
1475254,2025,27/04/2025,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,64,Faheem Ashraf,AG Wharf,Rashid Riaz,Faisal Afridi,Iqbal Sheikh
1475255,2025,29/04/2025,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,10,Khurram Shahzad,Ahsan Raza,Faisal Afridi,Asif Yaqoob,Muhammad Javed
1475256,2025,30/04/2025,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,runs,88,Sikandar Raza,Asif Yaqoob,PR Reiffel,Faisal Afridi,Muhammad Javed
1475257,2025,01/05/2025,Lahore,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans,Karachi Kings,bat,Karachi Kings,runs,87,JM Vince,AG Wharf,Rashid Riaz,CM Brown,Ali Naqvi
1475258,2025,01/05/2025,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,No Result,,0,,Faisal Afridi,PR Reiffel,Asif Yaqoob,RS Madugalle
1475259,2025,02/05/2025,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi,Islamabad United,bat,Peshawar Zalmi,wickets,6,Maaz Sadaqat,AG Wharf,Faisal Afridi,Asif Yaqoob,RS Mahanama
1475260,2025,03/05/2025,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,2,Hassan Nawaz,AG Wharf,Rashid Riaz,Faisal Afridi,RS Mahanama
1475261,2025,04/05/2025,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,4,Irfan Khan,Ahsan Raza,AG Wharf,CM Brown,RS Mahanama
1475262,2025,05/05/2025,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Peshawar Zalmi,Multan Sultans,bat,Peshawar Zalmi,wickets,7,Ahmed Daniyal,Abdul Muqeet,PR Reiffel,Rashid Riaz,Ali Naqvi
1475263,2025,07/05/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Quetta Gladiators,Islamabad United,Islamabad United,field,Quetta Gladiators,runs,109,RR Rossouw,Faisal Afridi,HDPK Dharmasena,Asif Yaqoob,RS Madugalle
1475264,2025,17/05/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Karachi Kings,runs,23,DA Warner,Ahsan Raza,Asif Yaqoob,Faisal Afridi,RS Mahanama
1475265,2025,18/05/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Quetta Gladiators,wickets,2,Hassan Nawaz,Asif Yaqoob,Faisal Afridi,Ahsan Raza,Muhammad Javed
1475266,2025,18/05/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,runs,26,Salman Mirza,Ahsan Raza,Rashid Riaz,Asif Yaqoob,Ali Naqvi
1475267,2025,19/05/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,runs,79,AD Hales,Faisal Afridi,Rashid Riaz,Asif Yaqoob,RS Mahanama
1475268,2025,21/05/2025,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United,Quetta Gladiators,bat,Quetta Gladiators,runs,30,Faheem Ashraf,Aleem Dar,Asif Yaqoob,Faisal Afridi,Muhammad Javed
1475269,2025,22/05/2025,Lahore,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Lahore Qalandars,wickets,6,Abdullah Shafique,Faisal Afridi,Rashid Riaz,Asif Yaqoob,Ali Naqvi
1475270,2025,23/05/2025,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,95,Salman Mirza,Asif Yaqoob,Faisal Afridi,Rashid Riaz,RS Mahanama
1475271,2025,25/05/2025,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,bat,Lahore Qalandars,wickets,6,MDKJ Perera,Asif Yaqoob,Rashid Riaz,Faisal Afridi,RS Mahanama
