match_id,season,date,city,venue,team1,team2,toss_winner,toss_decision,winner,win_by,win_margin,player_of_match,umpire1,umpire2,tv_umpire,match_referee
1247033,2021,15/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Quetta Gladiators,runs,18,Usman Shinwari,Aleem Dar,Rashid Riaz,Shozab Raza,Mohammad Anees
1247034,2021,15/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,6,Hazratullah,Ahsan Raza,Shozab Raza,Rashid Riaz,Mohammad Anees
1247035,2021,16/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,110,Shan Masood,Aleem Dar,Shozab Raza,Asif Yaqoob,
1247036,2021,17/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,15,UT Khawaja,Rashid Riaz,Shozab Raza,Ahsan Raza,Mohammad Anees
1247037,2021,17/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,runs,7,Noor Ahmad,Ahsan Raza,Asif Yaqoob,Aleem Dar,Mohammad Anees
1247038,2021,18/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,runs,80,Shahnawaz Dhani,Aleem Dar,Shozab Raza,Asif Yaqoob,Muhammad Javed
1247039,2021,19/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Quetta Gladiators,Karachi Kings,bat,Karachi Kings,runs,14,Danish Aziz,Asif Yaqoob,Shozab Raza,Ahsan Raza,Muhammad Javed
1247040,2021,19/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,wickets,4,Mohammad Wasim,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed
1247041,2021,21/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United,Multan Sultans,bat,Multan Sultans,runs,31,Sohail Tanvir,Ahsan Raza,Rashid Riaz,Aleem Dar,Muhammad Javed
1247042,2021,21/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,Hazratullah,Aleem Dar,Shozab Raza,Asif Yaqoob,Muhammad Javed
1247043,2021,22/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,8,Hazratullah,Aleem Dar,Asif Yaqoob,Rashid Riaz,Mohammad Anees
1247044,2021,24/06/2021,Abu Dhabi,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,runs,47,Sohaib Maqsood,Ahsan Raza,Aleem Dar,Asif Yaqoob,Mohammad Anees
1293000,2022,27/01/2022,Karachi,"National Stadium, Karachi",Karachi Kings,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,7,Imran Tahir,Aleem Dar,RK Illingworth,,Muhammad Javed
1293001,2022,28/01/2022,Karachi,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,5,WCF Smeed,Ahsan Raza,MA Gough,Shozab Raza,Muhammad Javed
1293002,2022,29/01/2022,Karachi,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,5,Shan Masood,Ahsan Raza,RK Illingworth,Faisal Afridi,Muhammad Javed
1293003,2022,29/01/2022,Karachi,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,8,Naseem Shah,MA Gough,Shozab Raza,Aleem Dar,RS Madugalle
1293004,2022,30/01/2022,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,wickets,9,PR Stirling,Ahsan Raza,Aleem Dar,Shozab Raza,Muhammad Javed
1293005,2022,30/01/2022,Karachi,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,6,Fakhar Zaman,MA Gough,RK Illingworth,Ahsan Raza,RS Madugalle
1293006,2022,31/01/2022,Karachi,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,6,Shan Masood,Ahsan Raza,Aleem Dar,Shozab Raza,Muhammad Javed
1293007,2022,01/02/2022,Karachi,"National Stadium, Karachi",Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,runs,20,TH David,MA Gough,Shozab Raza,Ahsan Raza,Iftikhar Ahmed
1293008,2022,02/02/2022,Karachi,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,field,Lahore Qalandars,runs,29,Zaman Khan,Aleem Dar,Shozab Raza,Ahsan Raza,Ali Naqvi
1293009,2022,03/02/2022,Karachi,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Islamabad United,runs,43,C Munro,Imtiaz Iqbal,RK Illingworth,Shozab Raza,RS Madugalle
1293010,2022,04/02/2022,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,9,Shoaib Malik,Aleem Dar,Shozab Raza,Ahsan Raza,Iftikhar Ahmed
1293011,2022,05/02/2022,Karachi,"National Stadium, Karachi",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,runs,8,Zaman Khan,MA Gough,Waleed Yaqub,Ahsan Raza,Iftikhar Ahmed
1293012,2022,05/02/2022,Karachi,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,runs,57,Mohammad Rizwan,RK Illingworth,Shozab Raza,Aleem Dar,Ali Naqvi
1293013,2022,06/02/2022,Karachi,"National Stadium, Karachi",Islamabad United,Karachi Kings,Islamabad United,bat,Islamabad United,runs,42,Shadab Khan,Ahsan Raza,RK Illingworth,Aleem Dar,RS Madugalle
1293014,2022,07/02/2022,Karachi,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,7,JJ Roy,MA Gough,Shozab Raza,Aleem Dar,Iftikhar Ahmed (2)
1293015,2022,10/02/2022,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,runs,42,Shan Masood,Ahsan Raza,RK Illingworth,Shozab Raza,Ali Naqvi
1293016,2022,11/02/2022,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,runs,52,Fakhar Zaman,Aleem Dar,MA Gough,Faisal Afridi,RS Mahanama
1293017,2022,12/02/2022,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,5,Sarfraz Ahmed,Faisal Afridi,RK Illingworth,Aleem Dar,RS Madugalle
1293018,2022,13/02/2022,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,55,Mohammad Haris,Faisal Afridi,Rashid Riaz,Asif Yaqoob,Ali Naqvi
1293019,2022,13/02/2022,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,field,Lahore Qalandars,wickets,8,Shaheen Shah Afridi,Asif Yaqoob,MA Gough,Rashid Riaz,RS Mahanama
1293020,2022,14/02/2022,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Karachi Kings,Karachi Kings,field,Islamabad United,runs,1,Asif Ali,Asif Yaqoob,RK Illingworth,Rashid Riaz,RS Madugalle
1293021,2022,15/02/2022,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Peshawar Zalmi,runs,24,Hussain Talat,MA Gough,Rashid Riaz,Asif Yaqoob,Ali Naqvi
1293022,2022,16/02/2022,Lahore,"Gaddafi Stadium, Lahore",Karachi Kings,Multan Sultans,Karachi Kings,bat,Multan Sultans,wickets,7,Mohammad Rizwan,Asif Yaqoob,RK Illingworth,Rashid Riaz,RS Madugalle
1293023,2022,17/02/2022,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Peshawar Zalmi,runs,10,Mohammad Haris,Ahsan Raza,RK Illingworth,Asif Yaqoob,RS Madugalle
1293024,2022,18/02/2022,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Quetta Gladiators,Multan Sultans,bat,Multan Sultans,runs,117,RR Rossouw,Aleem Dar,Rashid Riaz,Asif Yaqoob,Ali Naqvi
1293025,2022,18/02/2022,Lahore,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,runs,22,Mir Hamza,Asif Yaqoob,MA Gough,Rashid Riaz,RS Madugalle
1293026,2022,19/02/2022,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,66,HC Brook,Rashid Riaz,RK Illingworth,Asif Yaqoob,RS Mahanama
1293027,2022,20/02/2022,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings,Quetta Gladiators,bat,Quetta Gladiators,runs,23,Khurram Shahzad,Aleem Dar,Asif Yaqoob,Rashid Riaz,Ali Naqvi
1293028,2022,20/02/2022,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans,Islamabad United,bat,Multan Sultans,wickets,6,Imran Tahir,MA Gough,Rashid Riaz,Asif Yaqoob,RS Madugalle
1293029,2022,21/02/2022,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,No Result,,0,Wahab Riaz,Asif Yaqoob,RK Illingworth,Rashid Riaz,Ali Naqvi
1293030,2022,23/02/2022,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Lahore Qalandars,field,Multan Sultans,runs,28,Shahnawaz Dhani,Aleem Dar,RK Illingworth,MA Gough,RS Mahanama
1293031,2022,24/02/2022,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Peshawar Zalmi,bat,Islamabad United,wickets,5,Faheem Ashraf,Aleem Dar,MA Gough,RK Illingworth,RS Madugalle
1293032,2022,25/02/2022,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,6,D Wiese,MA Gough,RK Illingworth,Aleem Dar,RS Mahanama
1293033,2022,27/02/2022,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,runs,42,Mohammad Hafeez,Aleem Dar,RK Illingworth,MA Gough,RS Mahanama
1354924,2023,13/02/2023,Multan,"Multan Cricket Stadium, Multan",Lahore Qalandars,Multan Sultans,Multan Sultans,field,Lahore Qalandars,runs,1,Fakhar Zaman,Asif Yaqoob,MJ Saggers,Faisal Afridi,Mohammed Anees
1354925,2023,14/02/2023,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,2,T Kohler-Cadmore,Ahsan Raza,AG Wharf,RSA Palliyaguruge,Ali Naqvi
1354926,2023,15/02/2023,Multan,"Multan Cricket Stadium, Multan",Quetta Gladiators,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,9,Ihsanullah,Asif Yaqoob,Faisal Afridi,MJ Saggers,Mohammed Anees
1354927,2023,16/02/2023,Karachi,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,4,C Munro,AG Wharf,RSA Palliyaguruge,Ahsan Raza,Ali Naqvi
1354928,2023,17/02/2023,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,field,Multan Sultans,runs,56,RR Rossouw,Asif Yaqoob,Faisal Afridi,MJ Saggers,Mohammed Anees
1354929,2023,18/02/2023,Karachi,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Quetta Gladiators,runs,6,MJ Guptill,Ahsan Raza,AG Wharf,RSA Palliyaguruge,RS Mahanama
1354930,2023,19/02/2023,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Islamabad United,Islamabad United,field,Multan Sultans,runs,52,Abbas Afridi,Asif Yaqoob,Faisal Afridi,MJ Saggers,Mohammad Anees
1354931,2023,19/02/2023,Karachi,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars,Lahore Qalandars,field,Karachi Kings,runs,67,Imad Wasim,Ahsan Raza,AG Wharf,RSA Palliyaguruge,RS Mahanama
1354932,2023,20/02/2023,Karachi,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Peshawar Zalmi,wickets,4,JDS Neesham,AG Wharf,RSA Palliyaguruge,,Ali Naqvi
1354933,2023,21/02/2023,Karachi,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,63,Shaheen Shah Afridi,AG Wharf,RSA Palliyaguruge,Ahsan Raza,RS Mahanama
1354934,2023,22/02/2023,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,runs,3,Mohammad Rizwan,MJ Saggers,Shozab Raza,Faisal Afridi,Iftikhar Ahmed
1354935,2023,23/02/2023,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,wickets,6,Hasan Ali,MA Gough,RK Illingworth,AG Wharf,Ali Naqvi
1354936,2023,24/02/2023,Karachi,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,runs,63,Azam Khan,MA Gough,Rashid Riaz,RK Illingworth,RS Mahanama
1354937,2023,26/02/2023,Karachi,"National Stadium, Karachi",Karachi Kings,Multan Sultans,Multan Sultans,field,Karachi Kings,runs,66,T Shamsi,Ahsan Raza,AG Wharf,MJ Saggers,Iftikhar Ahmed
1354938,2023,26/02/2023,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,bat,Lahore Qalandars,runs,40,Fakhar Zaman,Faisal Afridi,RK Illingworth,MA Gough,RS Mahanama
1354939,2023,27/02/2023,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,110,D Wiese,Faisal Afridi,MA Gough,RK Illingworth,RS Mahanama
1354940,2023,01/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Peshawar Zalmi,runs,24,R Powell,MA Gough,RK Illingworth,Rashid Riaz,RS Mahanama
1354941,2023,02/03/2023,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,field,Lahore Qalandars,runs,17,Sikandar Raza,Ahsan Raza,MJ Saggers,Faisal Afridi,Muhammad Javed
1354942,2023,03/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Karachi Kings,Islamabad United,Karachi Kings,bat,Islamabad United,wickets,6,Azam Khan,MA Gough,RK Illingworth,Rashid Riaz,RS Mahanama
1354943,2023,04/03/2023,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,runs,21,Rashid Khan,Faisal Afridi,MJ Saggers,Ahsan Raza,Muhammad Javed
1354944,2023,05/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Quetta Gladiators,Islamabad United,Islamabad United,field,Islamabad United,wickets,2,Fazalhaq Farooqi,Aleem Dar,Rashid Riaz,AG Wharf,RS Mahanama
1354945,2023,06/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,4,MJ Guptill,MJ Saggers,Rashid Riaz,Faisal Afridi,RS Mahanama
1354946,2023,07/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,Peshawar Zalmi,runs,35,Saim Ayub,AG Wharf,Asif Yaqoob,Ahsan Raza,Muhammad Javed
1354947,2023,07/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,wickets,2,Faheem Ashraf,Faisal Afridi,Rashid Riaz,AG Wharf,RS Mahanama
1354948,2023,08/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,bat,Quetta Gladiators,wickets,8,JJ Roy,Ahsan Raza,MJ Saggers,AG Wharf,Ali Naqvi
1354949,2023,09/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Lahore Qalandars,Islamabad United,Lahore Qalandars,bat,Lahore Qalandars,runs,119,Fakhar Zaman,Aleem Dar,Faisal Afridi,Ahsan Raza,RS Mahanama
1354950,2023,10/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Multan Sultans,wickets,4,RR Rossouw,Ahsan Raza,MJ Saggers,Faisal Afridi,Muhammad Javed
1354951,2023,11/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,9,Abbas Afridi,AG Wharf,MJ Saggers,,Ali Naqvi
1354952,2023,12/03/2023,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,13,Mohammad Haris,Ahsan Raza,MJ Saggers,Faisal Afridi,Muhammad Javed
1354953,2023,12/03/2023,Lahore,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars,Karachi Kings,bat,Karachi Kings,runs,86,Muhammad Akhlaq,Aleem Dar,Rashid Riaz,Asif Yaqoob,RS Mahanama
1354954,2023,15/03/2023,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,84,KA Pollard,Aleem Dar,AG Wharf,Asif Yaqoob,RS Mahanama
1354955,2023,16/03/2023,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,12,Aamer Jamal,Ahsan Raza,Faisal Afridi,AG Wharf,RS Mahanama
1354956,2023,17/03/2023,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,bat,Lahore Qalandars,wickets,4,Mirza Baig,Ahsan Raza,MJ Saggers,Rashid Riaz,RS Mahanama
1354957,2023,18/03/2023,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Lahore Qalandars,runs,1,Shaheen Shah Afridi,AG Wharf,Rashid Riaz,Asif Yaqoob,RS Mahanama
1416472,2024,17/02/2024,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,wickets,8,Shadab Khan,Aleem Dar,MA Gough,Tariq Rasheed,Muhammad Javed
1416473,2024,18/02/2024,Lahore,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,field,Quetta Gladiators,runs,16,Saud Shakeel,MA Gough,Tariq Rasheed,Aleem Dar,Muhammad Javed
1416474,2024,18/02/2024,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Karachi Kings,Karachi Kings,field,Multan Sultans,runs,55,RR Hendricks,CB Gaffaney,Rashid Riaz,Faisal Afridi,Ali Naqvi
1416475,2024,19/02/2024,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators,wickets,5,Khawaja Nafay,Aleem Dar,MA Gough,Ahsan Raza,Muhammad Javed
1416476,2024,20/02/2024,Multan,"Multan Cricket Stadium, Multan",Islamabad United,Multan Sultans,Multan Sultans,field,Multan Sultans,wickets,5,Mohammad Ali,CB Gaffaney,Faisal Afridi,Rashid Riaz,Ali Naqvi
1416477,2024,21/02/2024,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,Mir Hamza,Ahsan Raza,MA Gough,RK Illingworth,Muhammad Javed
1416478,2024,21/02/2024,Multan,"Multan Cricket Stadium, Multan",Lahore Qalandars,Multan Sultans,Lahore Qalandars,bat,Multan Sultans,wickets,5,Mohammad Rizwan,CB Gaffaney,Rashid Riaz,Faisal Afridi,Ali Naqvi
1416479,2024,22/02/2024,Lahore,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,3,RR Rossouw,Aleem Dar,RK Illingworth,MA Gough,Muhammad Javed
1416480,2024,23/02/2024,Multan,"Multan Cricket Stadium, Multan",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,5,L Wood,CB Gaffaney,Faisal Afridi,RSA Palliyaguruge,Ali Naqvi
1416481,2024,24/02/2024,Lahore,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,2,KA Pollard,Ahsan Raza,RK Illingworth,Aleem Dar,Muhammad Javed
1416482,2024,25/02/2024,Multan,"Multan Cricket Stadium, Multan",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,13,Mohammad Ali,CB Gaffaney,Faisal Afridi,RSA Palliyaguruge,Ali Naqvi
1416483,2024,25/02/2024,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars,Lahore Qalandars,field,Peshawar Zalmi,runs,8,Saim Ayub,Ahsan Raza,RK Illingworth,Nasir Hussain,RS Mahanama
1416484,2024,26/02/2024,Lahore,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Islamabad United,Islamabad United,field,Peshawar Zalmi,runs,8,Babar Azam,RK Illingworth,Shozab Raza,Ahsan Raza,Muhammad Javed
1416485,2024,27/02/2024,Lahore,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars,Multan Sultans,bat,Multan Sultans,runs,60,Usman Khan,Ahsan Raza,RSA Palliyaguruge,Asif Yaqoob,RS Mahanama
1416486,2024,28/02/2024,Karachi,"National Stadium, Karachi",Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,7,,CB Gaffaney,Rashid Riaz,Abdul Muqeet,Ali Naqvi
1416487,2024,29/02/2024,Karachi,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators,Quetta Gladiators,field,Quetta Gladiators,wickets,5,SE Rutherford,Abdul Muqeet,CB Gaffaney,Imran Javed,Ali Naqvi
1416490,2024,03/03/2024,Karachi,"National Stadium, Karachi",Multan Sultans,Karachi Kings,Multan Sultans,bat,Multan Sultans,runs,20,Usman Khan,Faisal Afridi,Rashid Riaz,CB Gaffaney,Ali Naqvi
1416491,2024,04/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Islamabad United,Peshawar Zalmi,Peshawar Zalmi,field,Islamabad United,runs,29,Shadab Khan,Asif Yaqoob,RK Illingworth,RSA Palliyaguruge,RS Mahanama
1416492,2024,05/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Peshawar Zalmi,runs,4,Babar Azam,AG Wharf,RK Illingworth,RSA Palliyaguruge,RS Mahanama
1416493,2024,06/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Quetta Gladiators,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,7,Hasan Ali,Asif Yaqoob,RK Illingworth,Ahsan Raza,RS Mahanama
1416494,2024,06/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Lahore Qalandars,Islamabad United,Islamabad United,field,Lahore Qalandars,runs,17,HE van der Dussen,Ahsan Raza,AG Wharf,Asif Yaqoob,RS Mahanama
1416495,2024,07/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Karachi Kings,Islamabad United,Islamabad United,field,Islamabad United,wickets,5,Faheem Ashraf,AG Wharf,RSA Palliyaguruge,Ahsan Raza,RS Mahanama
1416496,2024,08/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,field,Peshawar Zalmi,runs,76,Saim Ayub,AG Wharf,Asif Yaqoob,Ahsan Raza,RS Mahanama
1416497,2024,09/03/2024,Karachi,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings,Karachi Kings,field,Karachi Kings,wickets,3,Irfan Khan,Rashid Riaz,RK Illingworth,Faisal Afridi,Ali Naqvi
1416498,2024,10/03/2024,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Multan Sultans,Islamabad United,Islamabad United,field,Islamabad United,wickets,3,C Munro,Mohammad Asif,RSA Palliyaguruge,Ahsan Raza,RS Mahanama
1416499,2024,10/03/2024,Karachi,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,bat,Quetta Gladiators,wickets,6,Saud Shakeel,CB Gaffaney,Rashid Riaz,AG Wharf,Ali Naqvi
1416500,2024,11/03/2024,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,bat,Peshawar Zalmi,runs,2,Babar Azam,AG Wharf,Faisal Afridi,Aleem Dar,RS Mahanama
1416501,2024,12/03/2024,Karachi,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators,Quetta Gladiators,field,Multan Sultans,runs,79,Mohammad Rizwan,Rashid Riaz,RK Illingworth,CB Gaffaney,Ali Naqvi
1416502,2024,14/03/2024,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,bat,Multan Sultans,wickets,7,Usama Mir,Aleem Dar,RK Illingworth,Rashid Riaz,RS Mahanama
1416503,2024,15/03/2024,Karachi,"National Stadium, Karachi",Islamabad United,Quetta Gladiators,Islamabad United,bat,Islamabad United,runs,39,Imad Wasim,Ahsan Raza,CB Gaffaney,Asif Yaqoob,Muhammad Javed
1416504,2024,16/03/2024,Karachi,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United,Islamabad United,field,Islamabad United,wickets,5,Imad Wasim,Asif Yaqoob,RK Illingworth,Ahsan Raza,Muhammad Javed
1416505,2024,18/03/2024,Karachi,"National Stadium, Karachi",Multan Sultans,Islamabad United,Multan Sultans,bat,Islamabad United,wickets,2,Imad Wasim,Ahsan Raza,CB Gaffaney,RK Illingworth,RS Mahanama
1475238,2025,11/04/2025,Rawalpindi,"Pindi Cricket Stadium, Rawalpindi",Lahore Qalandars,Islamabad United,Islamabad United,field,Islamabad United,wickets,8,JO Holder,Ahsan Raza,CM Brown,Rashid Riaz,RS Madugalle
